PlayerName	Position	Salary	NextSalary	SalaryCap	Team
Da'Quan Bowers	DE	550256	725512	876256	Tampa Bay Buccaneers
Derek Hardman	T	540000	575000	540000	Tampa Bay Buccaneers
Erik Lorig	DE	540000	575000	540000	Tampa Bay Buccaneers
George Johnson	DT	540000	630000	540000	Tampa Bay Buccaneers
Jacob Cutrera	LB	540000	0	540000	Tampa Bay Buccaneers
LeGarrette Blount	RB	540000	0	540000	Tampa Bay Buccaneers
Myron Lewis	CB	540000	575000	772525	Tampa Bay Buccaneers
Preston Parker	WR	540000	0	540000	Tampa Bay Buccaneers
Ted Larsen	T	540000	575000	560075	Tampa Bay Buccaneers
Mason Foster	LB	501562	628124	632812	Tampa Bay Buccaneers
Arrelious Benn	WR	490000	575000	1015000	Tampa Bay Buccaneers
Brian Price	DT	490000	575000	2010000	Tampa Bay Buccaneers
Cody Grimm	LB	490000	575000	507000	Tampa Bay Buccaneers
Dekoda Watson	LB	490000	575000	505500	Tampa Bay Buccaneers
Dezmon Briscoe	WR	490000	575000	515625	Tampa Bay Buccaneers
Larry Asante	S	490000	575000	532500	Tampa Bay Buccaneers
Luke Stocker	TE	490000	555000	591924	Tampa Bay Buccaneers
Mike Williams	WR	490000	575000	635750	Tampa Bay Buccaneers
Ahmad Black	S	465000	555000	559232	Tampa Bay Buccaneers
Anthony Gaitor	CB	465000	555000	478750	Tampa Bay Buccaneers
Devin Holland	CB	465000	555000	465833	Tampa Bay Buccaneers
Mossis Madu	RB	465000	555000	465000	Tampa Bay Buccaneers
Johnathan Joseph	CB	7250000	7500000	9750000	Houston Texans
Matt Schaub	QB	7150000	0	8316667	Houston Texans
Antonio Smith	DE	5500000	6000000	8000000	Houston Texans
Arian Foster	RB	5000000	5250000	8000000	Houston Texans
Danieal Manning	S	3500000	4000000	4916667	Houston Texans
Kevin Walter	WR	3500000	3500000	3500000	Houston Texans
Owen Daniels	TE	3500000	4000000	3500000	Houston Texans
Jacoby Jones	WR	3000000	4000000	3150000	Houston Texans
Chris Myers	C	2500000	3500000	0	Houston Texans
Duane Brown	T	2081500	0	2661500	Houston Texans
Shaun Cody	DT	2000000	0	2000000	Houston Texans
Wade Smith	C	2000000	3000000	2000000	Houston Texans
Brice McCain	CB	1308000	0	1333437	Houston Texans
Rashad Butler	T	1300000	0	1925000	Houston Texans
Brian Cushing	LB	1153000	1593000	2359000	Houston Texans
J.J. Watt	DE	856000	0	2524000	Houston Texans
Andre Johnson	WR	700000	6200000	4848571	Houston Texans
Jacques Reeves	CB	700000	0	700000	Houston Texans
Kareem Jackson	CB	700000	995000	2013000	Houston Texans
Antoine Caldwell	G	615000	0	816062	Houston Texans
James Casey	TE	615000	0	661250	Houston Texans
Jesse Nading	DE	615000	0	615000	Houston Texans
Tim Jamison	DT	615000	0	615000	Houston Texans
Connor Barwin	DE	565000	0	917500	Houston Texans
Glover Quin	CB	565000	0	607304	Houston Texans
Troy Nolan	S	565000	0	579565	Houston Texans
Brooks Reed	LB	546000	0	844000	Houston Texans
Andrew Gardner	T	540000	0	540000	Houston Texans
Jon Weeks	C	540000	630000	603750	Houston Texans
Brandon Harris	CB	524969	674938	749969	Houston Texans
Ben Tate	RB	490000	575000	490000	Houston Texans
Darryl Sharpton	LB	490000	575000	623735	Houston Texans
Earl Mitchell	DT	490000	575000	898375	Houston Texans
Garrett Graham	TE	490000	575000	821250	Houston Texans
Shelley Smith	G	490000	575000	516000	Houston Texans
Sherrick McManis	CB	490000	575000	538000	Houston Texans
Torri Williams	S	490000	0	490000	Houston Texans
Brett Hartmann	P	465000	555000	465000	Houston Texans
Bryan Braman	LB	465000	555000	465000	Houston Texans
Derek Newton	T	465000	555000	489000	Houston Texans
Shiloh Keo	S	465000	555000	563078	Houston Texans
T.J. Yates	QB	465000	555000	511842	Houston Texans
Thomas Austin	G	415000	0	415000	Houston Texans
Lestar Jean	WR	390000	555000	394000	Houston Texans
Rashad Carmichael	CB	390000	555000	489272	Houston Texans
Lawrence Vickers (buyout)	RB	250000	0	250000	Houston Texans
Dwight Freeney	DE	14035000	0	19035000	Indianapolis Colts
Peyton Manning (buyout)	QB	10400000	0	10400000	Indianapolis Colts
Gary Brackett (buyout)	LB	7200000	0	7200000	Indianapolis Colts
Dallas Clark (buyout)	TE	5580000	0	5580000	Indianapolis Colts
Kelvin Hayden (buyout)	CB	5400000	0	5400000	Indianapolis Colts
Antoine Bethea	S	5025000	4550000	5025000	Indianapolis Colts
Joseph Addai (buyout)	RB	3720000	0	3720000	Indianapolis Colts
Winston Justice	T	3225000	3750000	4256000	Indianapolis Colts
Adam Vinatieri	K	2700000	0	3900000	Indianapolis Colts
Melvin Bullitt (buyout)	S	2670000	0	2670000	Indianapolis Colts
Pat McAfee	P	1308000	0	1322500	Indianapolis Colts
Antonio Johnson	DT	1250000	0	1750000	Indianapolis Colts
Kerry Collins (buyout)	QB	1250000	0	1250000	Indianapolis Colts
Justin Snow	TE	890000	0	890000	Indianapolis Colts
Donald Brown	RB	865000	905000	1385000	Indianapolis Colts
Anthony Castonzo	T	738686	1102372	1816186	Indianapolis Colts
Jerry Hughes	DE	635000	870000	2370000	Indianapolis Colts
Quan Cosby	WR	615000	0	615000	Indianapolis Colts
Austin Collie	WR	565000	0	674388	Indianapolis Colts
Fili Moala	DT	565000	0	823000	Indianapolis Colts
Jerraud Powers	CB	565000	0	733750	Indianapolis Colts
Benjamin Ijalana	T	558886	742772	918886	Indianapolis Colts
Brandon King	CB	540000	0	540000	Indianapolis Colts
Jeff Linkenbach	T	540000	0	540000	Indianapolis Colts
Blair White	WR	490000	0	490000	Indianapolis Colts
Brody Eldridge	TE	490000	575000	530750	Indianapolis Colts
Chris Gronkowski	RB	490000	0	490000	Indianapolis Colts
David Caldwell	CB	490000	0	490000	Indianapolis Colts
Kavell Conner	LB	490000	575000	501250	Indianapolis Colts
Kevin Thomas	CB	490000	575000	678750	Indianapolis Colts
Patrick Angerer	LB	490000	575000	825000	Indianapolis Colts
A.J. Edds	LB	465000	0	465000	Indianapolis Colts
Chris Rucker	CB	465000	555000	490418	Indianapolis Colts
Delone Carter	RB	465000	555000	571301	Indianapolis Colts
Drake Nevis	DT	465000	555000	602250	Indianapolis Colts
Jermale Hines	S	465000	555000	465000	Indianapolis Colts
Jerrell Freeman	LB	465000	555000	465000	Indianapolis Colts
Joe Lefeged	CB	465000	555000	465000	Indianapolis Colts
Mario Addison	DT	465000	555000	0	Indianapolis Colts
Mike Holmes	CB	465000	555000	465000	Indianapolis Colts
Mike Newton	CB	465000	645000	465000	Indianapolis Colts
Ryan Mahaffey	RB	465000	555000	465000	Indianapolis Colts
Scott Lutrus	LB	465000	555000	465000	Indianapolis Colts
Terrence Johnson	CB	465000	555000	465000	Indianapolis Colts
Ricardo Matthews	DT	450000	540000	450000	Indianapolis Colts
Joe Reitz	T	405000	490000	490000	Indianapolis Colts
Jacques McClendon (buyout)	G	217500	0	217500	Indianapolis Colts
Curtis Painter (buyout)	QB	22750	0	22750	Indianapolis Colts
Paul Posluszny	LB	6500000	0	7000000	Jacksonville Jaguars
Clint Session	LB	5600000	0	5850000	Jacksonville Jaguars
Aaron Kampman	DE	4975000	6475000	8000000	Jacksonville Jaguars
Daryl Smith	LB	4700000	0	5600000	Jacksonville Jaguars
Maurice Jones-Drew	RB	4450000	4950000	8310000	Jacksonville Jaguars
Marcedes Lewis	TE	4200000	4200000	7200000	Jacksonville Jaguars
Greg Jones	FB	3400000	0	4500000	Jacksonville Jaguars
Brad Meester	C	2950000	0	3675000	Jacksonville Jaguars
Uche Nwaneri	G	2775000	3775000	4191666	Jacksonville Jaguars
Josh Scobee	K	2665000	0	2665000	Jacksonville Jaguars
Eugene Monroe	T	2182000	2622500	3977000	Jacksonville Jaguars
Dawan Landry	S	1850000	5350000	1850000	Jacksonville Jaguars
Nick Harris	P	1650000	0	2060000	Jacksonville Jaguars
Drew Coleman	CB	1575000	1575000	2625000	Jacksonville Jaguars
Jason Spitz	G	1500000	1500000	1750000	Jacksonville Jaguars
Mike Thomas	WR	1450000	1450000	6292612	Jacksonville Jaguars
Derek Cox	CB	1260000	0	1468250	Jacksonville Jaguars
Jarett Dillard	WR	1260000	0	1490075	Jacksonville Jaguars
Terrance Knighton	DT	1260000	0	1470875	Jacksonville Jaguars
Tyson Alualu	DT	1212500	1722500	4712500	Jacksonville Jaguars
Chad Henne	QB	1000000	2650000	2500000	Jacksonville Jaguars
Jeremy Mincey	DE	1000000	1525000	3000000	Jacksonville Jaguars
Laurent Robinson	WR	1000000	2600000	4600000	Jacksonville Jaguars
Montell Owens	FB	1000000	0	1250000	Jacksonville Jaguars
Rashean Mathis	CB	950000	0	2000000	Jacksonville Jaguars
Blaine Gabbert	QB	920529	1446058	2727529	Jacksonville Jaguars
Jeremy Cain	RB	850000	900000	850000	Jacksonville Jaguars
Eben Britton	T	758800	0	1233800	Jacksonville Jaguars
Ashton Youboty	CB	700000	0	700000	Jacksonville Jaguars
Guy Whimper	T	700000	1300000	1450000	Jacksonville Jaguars
Morgan Trent	CB	615000	0	615000	Jacksonville Jaguars
Trumaine McBride	CB	615000	0	615000	Jacksonville Jaguars
Brian Robiskie	WR	565000	0	1096250	Jacksonville Jaguars
Rashad Jennings	RB	565000	0	574500	Jacksonville Jaguars
Zach Miller	TE	565000	0	592750	Jacksonville Jaguars
Akwasi Owusu-Ansah	CB	540000	0	540000	Jacksonville Jaguars
Austen Lane	DE	540000	575000	586000	Jacksonville Jaguars
Brock Bolen	RB	540000	0	540000	Jacksonville Jaguars
Corvey Irvin	DT	540000	0	540000	Jacksonville Jaguars
Dan LeFevour	QB	540000	0	540000	Jacksonville Jaguars
Darcel McBath	S	540000	0	926000	Jacksonville Jaguars
Deji Karim	RB	540000	575000	567500	Jacksonville Jaguars
George Selvie	DE	540000	0	540000	Jacksonville Jaguars
Zach Potter	TE	540000	0	540000	Jacksonville Jaguars
Will Rackley	G	507467	639934	661217	Jacksonville Jaguars
Cecil Shorts	WR	505000	0	615750	Jacksonville Jaguars
D'Anthony Smith	DT	490000	575000	702500	Jacksonville Jaguars
Taylor Price	WR	490000	575000	674270	Jacksonville Jaguars
Aaron Morgan	DT	465000	0	465000	Jacksonville Jaguars
Cameron Bradfield	T	465000	555000	465000	Jacksonville Jaguars
Chris Prosinski	CB	465000	555000	564000	Jacksonville Jaguars
Colin Cloherty	TE	465000	0	465000	Jacksonville Jaguars
DuJuan Harris	RB	465000	0	465000	Jacksonville Jaguars
John Chick	DT	465000	0	465000	Jacksonville Jaguars
Richard Murphy	RB	465000	555000	465000	Jacksonville Jaguars
Roderick Issac	CB	465000	555000	465000	Jacksonville Jaguars
Stephen Franklin	LB	465000	0	465000	Jacksonville Jaguars
T.J. Heath	CB	465000	0	465000	Jacksonville Jaguars
John Estes	C	415000	0	418000	Jacksonville Jaguars
Kyle Bosworth	LB	415000	0	415667	Jacksonville Jaguars
Jammie Kirlew	DE	390000	0	390000	Jacksonville Jaguars
Kevin Haslam (buyout)	T	3333	0	3333	Jacksonville Jaguars

